date,hora,onibus,linha,lat,lon,vel
10-07-2014,00:00:25,C13004,0,-22.880196,-43.357922,0.0
10-07-2014,00:00:25,C130870,766.0,-22.938354,-43.348839,32.0
10-07-2014,00:00:25,C13169,0,-22.880733,-43.357971,0.0
10-07-2014,00:00:25,C200150,600.0,-22.924179,-43.2826,32.0
10-07-2014,00:00:25,C210130,314.0,-22.97649,-43.192261,26.0
10-07-2014,00:00:25,C300650,346.0,-22.951567,-43.348358,0.0
10-07-2014,00:00:25,C301170,875.0,-22.900045,-43.347553,0.0
10-07-2014,00:00:25,C30151,0,-22.949968,-43.347958,0.0
10-07-2014,00:00:25,C30154,0,-22.950428,-43.348331,0.0
10-07-2014,00:00:25,C301690,346.0,-22.949896,-43.347786,0.0
10-07-2014,00:00:25,C30170,0,-22.841352,-43.253952,0.0
10-07-2014,00:00:25,C411440,318.0,-22.857256,-43.245167,2.78
10-07-2014,00:00:25,C418830,2018.0,-22.901192,-43.206478,0.19
10-07-2014,00:00:25,C47589,0,-22.95174,-43.348827,0.0
10-07-2014,00:00:25,C47669,0,-22.952295,-43.349342,0.0
10-07-2014,00:00:25,C476830,887.0,-22.952709,-43.34951,0.0
10-07-2014,00:00:25,C47696,0,-22.952171,-43.350018,0.0
10-07-2014,00:00:25,C477340,636.0,-22.958185,-43.352196,0.0
10-07-2014,00:00:25,C478090,863.0,-22.951998,-43.350185,0.0
10-07-2014,00:00:25,C47813,0,-22.952307,-43.34943,0.0
10-07-2014,00:00:25,C47869,0,-22.952805,-43.349072,0.0
10-07-2014,00:00:25,C478790,361.0,-22.999981,-43.378277,0.0
10-07-2014,00:00:25,C47919,0,-22.952751,-43.348324,0.0
10-07-2014,00:00:25,C47925,0,-22.952255,-43.348049,0.0
10-07-2014,00:00:25,C47958,0,-22.952429,-43.348183,0.0
10-07-2014,00:00:25,C47975,0,-22.953062,-43.349689,0.0
10-07-2014,00:00:25,C500760,345.0,-23.000462,-43.349926,0.0
10-07-2014,00:00:25,C501090,805.0,-22.936859,-43.245335,60.0
10-07-2014,00:00:25,C51574,0,-22.876682,-43.368401,0.0
10-07-2014,00:00:25,C515990,371.0,-22.876905,-43.368076,0.0
10-07-2014,00:00:25,C516150,723.0,-22.831846,-43.41906,33.0
10-07-2014,00:00:25,C825780,363.0,-22.857664,-43.37146,0.37
10-07-2014,00:00:25,C82676,0,-22.859468,-43.370842,4.07
10-07-2014,00:00:25,D13210,0,-22.87929,-43.357082,0.0
10-07-2014,00:00:25,D53507,0,-22.883209,-43.495399,0.0
10-07-2014,00:00:25,D535490,397.0,-22.88862,-43.221649,51.0
10-07-2014,00:00:25,D536500,397.0,-22.85981,-43.407051,81.0
10-07-2014,00:00:25,D592370,819.0,-22.87368,-43.467979,18.0
10-07-2014,00:00:25,D861170,884.0,-22.99515,-43.584393,63.71
10-07-2014,00:00:25,D861690,852.0,-22.89469,-43.533691,0.0
10-07-2014,00:00:25,D872340,840.0,-22.909901,-43.694569,34.0
10-07-2014,00:00:26,A27505,0,-22.920521,-43.25605,0.0
10-07-2014,00:00:26,A276070,432.0,-22.92013,-43.256649,0.0
10-07-2014,00:00:26,A276340,438.0,-22.95528,-43.195129,21.0
10-07-2014,00:00:26,A290790,535.0,-22.86837,-43.291241,15.0
10-07-2014,00:00:26,A291000,473.0,-22.895491,-43.23703,0.0
10-07-2014,00:00:26,A291160,461.0,-22.86846,-43.291061,0.0
10-07-2014,00:00:26,A375660,180.0,-22.90173,-43.19651,1.0
10-07-2014,00:00:26,A375790,513.0,-22.95146,-43.184021,4.0
10-07-2014,00:00:26,A376400,136.0,-22.936359,-43.175362,13.0
10-07-2014,00:00:26,A376430,584.0,-22.90246,-43.197079,8.0
10-07-2014,00:00:26,A410820,132.0,-22.874943,-43.241047,0.93
10-07-2014,00:00:26,A410950,111.0,-22.875269,-43.241798,7.04
10-07-2014,00:00:26,A412330,462.0,-22.904619,-43.192562,10.37
10-07-2014,00:00:26,A414340,127.0,-22.87425,-43.242432,0.0
10-07-2014,00:00:26,A414420,127.0,-22.875334,-43.240349,0.0
10-07-2014,00:00:26,A41816,0,-22.870096,-43.249073,0.37
10-07-2014,00:00:26,A41822,0,-22.870459,-43.249496,1.11
10-07-2014,00:00:26,A41824,0,-22.878885,-43.240135,65.93
10-07-2014,00:00:26,A48177,0,-22.923485,-43.257236,0.0
10-07-2014,00:00:26,A72141,0,-22.915764,-43.262581,46.3
10-07-2014,00:00:26,B105120,630.0,-22.8681,-43.2571,0.0
10-07-2014,00:00:26,B105370,630.0,-22.8683,-43.2572,0.0
10-07-2014,00:00:26,B105480,630.0,-22.8721,-43.2537,50.0
10-07-2014,00:00:26,B105500,630.0,-22.8685,-43.2571,0.0
10-07-2014,00:00:26,B11609,0,-22.811,-43.3727,0.19
10-07-2014,00:00:26,B11627,0,-22.8871,-43.2239,4.82
10-07-2014,00:00:26,B116380,727.0,-22.8115,-43.3721,0.37
10-07-2014,00:00:26,B195930,372.0,-22.8967,-43.184,55.0
10-07-2014,00:00:26,B27096,SVC9050,-22.8671,-43.2514,25.0
10-07-2014,00:00:26,B310140,497.0,-22.8245,-43.2958,65.56
10-07-2014,00:00:26,B31044,0,-22.8045,-43.3101,0.19
10-07-2014,00:00:26,B31117,0,-22.8308,-43.2927,56.49
10-07-2014,00:00:26,B325880,795.0,-22.8705,-43.4123,0.0
10-07-2014,00:00:26,B326820,946.0,-22.8729,-43.3362,29.0
10-07-2014,00:00:26,B42626,0,-22.8768,-43.3297,0.0
10-07-2014,00:00:26,B51533,0,-22.8774,-43.3685,0.0
10-07-2014,00:00:26,B516480,624.0,-22.9124,-43.2134,46.0
10-07-2014,00:00:26,B631040,335.0,-22.7922,-43.2943,0.74
10-07-2014,00:00:26,B711110,455.0,-22.9032,-43.313,0.0
10-07-2014,00:00:26,B711610,239.0,-22.9032,-43.313,0.0
10-07-2014,00:00:26,B73008,SR3500,-22.8113,-43.3427,0.0
10-07-2014,00:00:26,C13006,0,-22.880844,-43.357876,0.0
10-07-2014,00:00:26,C13009,0,-23.011721,-43.324642,43.0
10-07-2014,00:00:26,C13081,0,-22.880722,-43.358383,0.0
10-07-2014,00:00:26,C13106,0,-22.880594,-43.358135,0.0
10-07-2014,00:00:26,C13197,0,-22.880903,-43.358212,0.0
10-07-2014,00:00:26,C13208,0,-22.879541,-43.358242,0.0
10-07-2014,00:00:26,C202040,826.0,-23.00284,-43.36644,45.0
10-07-2014,00:00:26,C30001,0,-22.94964,-43.348171,0.0
10-07-2014,00:00:26,C30079,0,-22.880108,-43.357044,0.0
10-07-2014,00:00:26,C30108,0,-22.950012,-43.347839,0.0
10-07-2014,00:00:26,C30177,0,-22.90156,-43.354858,45.0
10-07-2014,00:00:26,C30190,0,-22.950089,-43.348263,0.0
10-07-2014,00:00:26,C30195,0,-22.950798,-43.348072,0.0
10-07-2014,00:00:26,C30215,0,-22.951471,-43.348862,0.0
10-07-2014,00:00:26,C30221,0,-22.950827,-43.348278,0.0
10-07-2014,00:00:26,C30271,0,-22.951857,-43.348,0.0
10-07-2014,00:00:26,C412210,318.0,-22.857817,-43.245232,0.19
10-07-2014,00:00:26,C418650,2018.0,-23.001537,-43.364925,0.0
10-07-2014,00:00:26,C418690,2018.0,-22.902266,-43.208366,0.0
10-07-2014,00:00:26,C474960,360.0,-23.006689,-43.308815,0.0
10-07-2014,00:00:26,C47513,0,-22.945364,-43.343945,0.0
10-07-2014,00:00:26,C47524,0,-22.953085,-43.350014,0.0
10-07-2014,00:00:26,C475900,332.0,-22.973749,-43.1912,41.0
10-07-2014,00:00:26,C47609,0,-22.95211,-43.348644,0.0
10-07-2014,00:00:26,C47694,0,-22.951962,-43.348457,0.0
10-07-2014,00:00:26,C47772,0,-22.953161,-43.349903,0.0
10-07-2014,00:00:26,C478540,810.0,-22.962578,-43.334862,10.0
10-07-2014,00:00:26,C47890,LECD100,-22.962244,-43.404221,0.0
10-07-2014,00:00:26,C47988,0,-22.952642,-43.348949,0.0
10-07-2014,00:00:26,C515160,723.0,-22.876822,-43.368542,0.0
10-07-2014,00:00:26,D58817,0,-22.886337,-43.424213,0.0
10-07-2014,00:00:26,D59107,0,-22.86887,-43.48254,0.0
10-07-2014,00:00:26,D861310,838.0,-22.893375,-43.532169,0.0
10-07-2014,00:00:26,D862070,918.0,-22.893457,-43.532089,0.0
10-07-2014,00:00:26,D862420,867.0,-22.893599,-43.53196,0.0
10-07-2014,00:00:26,D863250,864.0,-22.893892,-43.532787,0.19
10-07-2014,00:00:26,D863330,837.0,-22.893436,-43.532219,0.0
10-07-2014,00:00:26,D867170,2338.0,-22.895281,-43.532307,1.48
10-07-2014,00:00:26,D867590,2332.0,-22.855888,-43.494507,39.26
10-07-2014,00:00:26,D900490,756.0,-22.919991,-43.643101,0.0
10-07-2014,00:00:27,A276480,433.0,-22.92116,-43.255959,0.0
10-07-2014,00:00:27,A290880,475.0,-22.893709,-43.239349,40.0
10-07-2014,00:00:27,A37597,0,-22.90221,-43.19714,0.0
10-07-2014,00:00:27,A376480,570.0,-22.90246,-43.19643,0.0
10-07-2014,00:00:27,A410520,463.0,-22.875793,-43.241131,0.0
10-07-2014,00:00:27,A410590,172.0,-22.875305,-43.241405,0.0
10-07-2014,00:00:27,A48004,0,-22.910648,-43.269352,0.0
10-07-2014,00:00:27,A48027,0,-22.910906,-43.270664,0.0
10-07-2014,00:00:27,A48036,0,-22.910732,-43.269981,0.0
10-07-2014,00:00:27,A500160,220.0,-22.929016,-43.254463,0.0
10-07-2014,00:00:27,B11604,0,-22.8664,-43.3567,0.37
10-07-2014,00:00:27,B271570,629.0,-22.8554,-43.3074,32.0
10-07-2014,00:00:27,B31018,0,-22.8376,-43.286,0.0
10-07-2014,00:00:27,B31104,0,-22.8044,-43.3099,0.0
10-07-2014,00:00:27,B418030,2101.0,-22.8856,-43.2347,69.45
10-07-2014,00:00:27,B418090,2145.0,-22.8702,-43.2491,0.37
10-07-2014,00:00:27,B515170,917.0,-22.8848,-43.404,0.0
10-07-2014,00:00:27,B51541,0,-22.8765,-43.3679,0.0
10-07-2014,00:00:27,B51558,0,-22.8767,-43.3682,0.0
10-07-2014,00:00:27,B515940,624.0,-22.8763,-43.3679,0.0
10-07-2014,00:00:27,B58175,0,-22.8375,-43.2857,1.0
10-07-2014,00:00:27,B600610,384.0,-22.8154,-43.3863,0.0
10-07-2014,00:00:27,B600680,384.0,-22.8133,-43.3759,34.0
10-07-2014,00:00:27,B630240,920.0,-22.7924,-43.2944,0.74
10-07-2014,00:00:27,B630400,335.0,-22.7929,-43.2946,0.0
10-07-2014,00:00:27,B710710,238.0,-22.9029,-43.3141,0.0
10-07-2014,00:00:27,B711480,238.0,-22.9024,-43.3145,0.0
10-07-2014,00:00:27,B82557,0,-22.8578,-43.3717,0.0
10-07-2014,00:00:27,C13051,0,-22.879972,-43.358093,0.0
10-07-2014,00:00:27,C131340,889.0,-22.880014,-43.357998,0.0
10-07-2014,00:00:27,C30015,0,-22.94993,-43.348263,0.0
10-07-2014,00:00:27,C30024,0,-22.879694,-43.356953,0.0
10-07-2014,00:00:27,C30035,0,-22.879299,-43.356853,0.0
10-07-2014,00:00:27,C30077,0,-22.879288,-43.357002,0.0
10-07-2014,00:00:27,C301380,465.0,-22.878862,-43.356644,26.0
10-07-2014,00:00:27,C30239,0,-22.949995,-43.347744,0.0
10-07-2014,00:00:27,C474990,382.0,-22.979061,-43.407974,75.0
10-07-2014,00:00:27,C475040,525.0,-22.984671,-43.197845,0.0
10-07-2014,00:00:27,C475320,862.0,-22.952538,-43.350113,0.0
10-07-2014,00:00:27,C475610,368.0,-22.907965,-43.189728,37.0
10-07-2014,00:00:27,C47612,0,-22.95295,-43.350182,0.0
10-07-2014,00:00:27,C47652,0,-22.952152,-43.348721,0.0
10-07-2014,00:00:27,C47771,0,-22.952686,-43.350159,0.0
10-07-2014,00:00:27,C47799,0,-22.952192,-43.349205,0.0
10-07-2014,00:00:27,C47808,0,-22.952009,-43.350189,0.0
10-07-2014,00:00:27,C478750,332.0,-23.012135,-43.299664,54.0
10-07-2014,00:00:27,C47980,0,-22.952564,-43.348434,0.0
10-07-2014,00:00:27,C51510,0,-22.877409,-43.368305,0.0
10-07-2014,00:00:27,C516030,371.0,-22.877512,-43.368839,0.0
10-07-2014,00:00:27,C516360,371.0,-22.876513,-43.368645,0.0
10-07-2014,00:00:27,C82554,0,-22.861864,-43.368053,53.71
10-07-2014,00:00:27,D132070,803.0,-22.935965,-43.371929,0.0
10-07-2014,00:00:27,D58530,0,-22.878399,-43.4622,34.82
10-07-2014,00:00:27,D58546,0,-22.875978,-43.418858,0.19
10-07-2014,00:00:27,D58810,0,-22.910576,-43.227428,71.67
10-07-2014,00:00:27,D59026,0,-22.89463,-43.474411,0.0
10-07-2014,00:00:27,D863480,918.0,-22.893383,-43.53207,0.0
10-07-2014,00:00:27,D864020,864.0,-22.879412,-43.505348,40.37
10-07-2014,00:00:27,D864040,864.0,-22.875618,-43.465885,17.04
10-07-2014,00:00:27,D864060,864.0,-22.900789,-43.551922,53.89
10-07-2014,00:00:27,D867970,2338.0,-22.893726,-43.53146,0.37
10-07-2014,00:00:28,A376720,512.0,-22.90131,-43.196308,0.0
10-07-2014,00:00:28,A377440,580.0,-22.931271,-43.178871,5.0
10-07-2014,00:00:28,A411640,172.0,-22.87524,-43.240803,0.74
10-07-2014,00:00:28,A48033,0,-22.980791,-43.191113,35.0
10-07-2014,00:00:28,A48086,0,-22.910788,-43.270473,0.0
10-07-2014,00:00:28,A48131,0,-22.910913,-43.269661,0.0
10-07-2014,00:00:28,A502260,603.0,-22.936516,-43.245396,4.07
10-07-2014,00:00:28,A63530,0,-22.867331,-43.258469,3.0
10-07-2014,00:00:28,A71589,0,-22.929623,-43.254803,0.0
10-07-2014,00:00:28,A720760,7.0,-22.889994,-43.291714,0.37
10-07-2014,00:00:28,A72115,0,-22.889896,-43.292091,0.0
10-07-2014,00:00:28,B115040,669.0,-22.8113,-43.3726,0.0
10-07-2014,00:00:28,B11580,0,-22.8665,-43.3557,0.37
10-07-2014,00:00:28,B270020,639.0,-22.8173,-43.3014,0.0
10-07-2014,00:00:28,B287050,2344.0,-22.816,-43.1884,0.0
10-07-2014,00:00:28,B325530,946.0,-22.8198,-43.3953,17.0
10-07-2014,00:00:28,B325980,727.0,-22.8632,-43.3728,28.0
10-07-2014,00:00:28,B515970,624.0,-22.8785,-43.3583,53.0
10-07-2014,00:00:28,B51612,0,-22.8764,-43.3689,0.0
10-07-2014,00:00:28,B516300,917.0,-22.8765,-43.3683,0.0
10-07-2014,00:00:28,B551230,292.0,-22.9226,-43.2641,0.0
10-07-2014,00:00:28,B581020,313.0,-22.909,-43.1888,26.0
10-07-2014,00:00:28,B63084,0,-22.7921,-43.2944,0.37
10-07-2014,00:00:28,C13099,0,-22.879908,-43.357643,0.0
10-07-2014,00:00:28,C13103,0,-22.879688,-43.356873,0.0
10-07-2014,00:00:28,C131300,341.0,-22.904408,-43.189011,47.0
10-07-2014,00:00:28,C200390,600.0,-22.946449,-43.347019,42.0
10-07-2014,00:00:28,C200450,390.0,-22.94491,-43.38802,0.0
10-07-2014,00:00:28,C201030,880.0,-22.97611,-43.334759,15.0
10-07-2014,00:00:28,C30010,0,-22.951853,-43.348141,0.0
10-07-2014,00:00:28,C30011,0,-22.951393,-43.348454,0.0
10-07-2014,00:00:28,C30031,0,-22.880003,-43.357101,0.0
10-07-2014,00:00:28,C30042,0,-22.95026,-43.348347,0.0
10-07-2014,00:00:28,C30057,0,-22.87961,-43.356876,0.0
10-07-2014,00:00:28,C30145,0,-22.950953,-43.347958,0.0
10-07-2014,00:00:28,C30197,0,-22.950298,-43.348209,0.0
10-07-2014,00:00:28,C30206,0,-22.949778,-43.348129,0.0
10-07-2014,00:00:28,C30273,0,-22.879232,-43.35688,0.0
10-07-2014,00:00:28,C30304,0,-22.950985,-43.348106,0.0
10-07-2014,00:00:28,C30315,0,-22.951309,-43.348389,0.0
10-07-2014,00:00:28,C410280,315.0,-22.857634,-43.245197,0.0
10-07-2014,00:00:28,C475260,353.0,-22.919233,-43.261692,12.0
10-07-2014,00:00:28,C475400,306.0,-22.909004,-43.359192,54.0
10-07-2014,00:00:28,C47560,0,-22.952974,-43.350021,0.0
10-07-2014,00:00:28,C47596,0,-22.952904,-43.348736,0.0
10-07-2014,00:00:28,C47636,0,-22.952286,-43.348896,0.0
10-07-2014,00:00:28,C47640,0,-22.951963,-43.348381,0.0
10-07-2014,00:00:28,C476510,382.0,-22.999172,-43.247829,36.0
10-07-2014,00:00:28,C47674,0,-22.95236,-43.34816,0.0
10-07-2014,00:00:28,C47684,0,-22.951794,-43.349072,0.0
10-07-2014,00:00:28,C47722,0,-22.952654,-43.348167,0.0
10-07-2014,00:00:28,C47729,0,-22.95289,-43.350201,0.0
10-07-2014,00:00:28,C47739,0,-22.953072,-43.349766,0.0
10-07-2014,00:00:28,C477490,863.0,-22.952616,-43.348869,0.0
10-07-2014,00:00:28,C477500,692.0,-23.007759,-43.36618,73.0
10-07-2014,00:00:28,C47752,0,-22.952679,-43.350269,0.0
10-07-2014,00:00:28,C477630,332.0,-23.009794,-43.302658,43.0
10-07-2014,00:00:28,C47789,0,-22.952532,-43.349545,0.0
10-07-2014,00:00:28,C47887,0,-22.951694,-43.349091,0.0
10-07-2014,00:00:28,C47909,0,-22.952608,-43.348274,0.0
10-07-2014,00:00:28,C47917,0,-22.951965,-43.348228,0.0
10-07-2014,00:00:28,C47973,0,-22.952131,-43.348049,0.0
10-07-2014,00:00:28,C47985,0,-22.952702,-43.349937,0.0
10-07-2014,00:00:28,C47990,0,-22.952749,-43.349483,0.0
10-07-2014,00:00:28,C51588,0,-22.876375,-43.368698,0.0
10-07-2014,00:00:28,C51592,0,-22.876625,-43.36805,0.0
10-07-2014,00:00:28,C51604,0,-22.877491,-43.369061,0.0
10-07-2014,00:00:28,C82523,0,-22.86125,-43.369499,33.52
10-07-2014,00:00:28,D535240,393.0,-22.84127,-43.371479,8.0
10-07-2014,00:00:28,D536490,397.0,-22.896429,-43.538719,56.0
10-07-2014,00:00:28,D58537,0,-22.877674,-43.336502,0.56
10-07-2014,00:00:28,D58667,0,-22.862068,-43.44471,8.15
10-07-2014,00:00:28,D590430,746.0,-22.875719,-43.45697,37.0
10-07-2014,00:00:28,D863820,884.0,-22.893734,-43.532528,0.37
10-07-2014,00:00:28,D867220,2381.0,-22.985506,-43.590733,53.34
10-07-2014,00:00:29,A275210,439.0,-22.92045,-43.256222,0.0
10-07-2014,00:00:29,A275290,438.0,-22.92033,-43.256142,0.0
10-07-2014,00:00:29,A276580,605.0,-22.92038,-43.256279,0.0
10-07-2014,00:00:29,A375440,183.0,-22.927509,-43.17672,21.0
10-07-2014,00:00:29,A412270,538.0,-22.858894,-43.244858,0.56
10-07-2014,00:00:29,A48053,0,-22.925426,-43.234547,19.08
10-07-2014,00:00:29,A48077,0,-22.910894,-43.270443,0.19
10-07-2014,00:00:29,A48168,0,-22.910395,-43.269539,0.0
10-07-2014,00:00:29,A550410,434.0,-22.906269,-43.261189,0.0
10-07-2014,00:00:29,A715040,217.0,-22.930204,-43.254379,0.19
10-07-2014,00:00:29,A72123,0,-22.923319,-43.24992,0.19
10-07-2014,00:00:29,B11509,0,-22.8657,-43.3569,0.0
10-07-2014,00:00:29,B11584,0,-22.8666,-43.3559,0.37
10-07-2014,00:00:29,B11605,0,-22.8252,-43.3919,19.82
10-07-2014,00:00:29,B195710,665.0,-22.8106,-43.343,0.0
10-07-2014,00:00:29,B285970,324.0,-22.8061,-43.1822,20.0
10-07-2014,00:00:29,B31111,0,-22.8051,-43.3092,0.37
10-07-2014,00:00:29,B325360,944.0,-22.8106,-43.3528,23.0
10-07-2014,00:00:29,B325930,727.0,-22.806,-43.3658,45.0
10-07-2014,00:00:29,B326390,688.0,-22.8254,-43.3487,31.0
10-07-2014,00:00:29,B327310,944.0,-22.8067,-43.3643,14.0
10-07-2014,00:00:29,B51537,0,-22.8762,-43.3682,0.0
10-07-2014,00:00:29,B51611,0,-22.8762,-43.3681,0.0
10-07-2014,00:00:29,B580380,623.0,-22.8374,-43.2855,0.0
10-07-2014,00:00:29,B58074,0,-22.8371,-43.2863,3.0
10-07-2014,00:00:29,B710790,238.0,-22.9087,-43.178,0.0
10-07-2014,00:00:29,C130300,766.0,-22.86949,-43.341038,0.0
10-07-2014,00:00:29,C13042,0,-22.880777,-43.358379,0.0
10-07-2014,00:00:29,C13061,0,-22.879824,-43.357693,0.0
10-07-2014,00:00:29,C131080,341.0,-22.880423,-43.3577,0.0
10-07-2014,00:00:29,C13131,0,-22.880156,-43.358444,0.0
10-07-2014,00:00:29,C131450,766.0,-22.880449,-43.357292,0.0
10-07-2014,00:00:29,C13203,0,-22.88073,-43.358456,0.0
10-07-2014,00:00:29,C200240,390.0,-22.916161,-43.229961,24.0
10-07-2014,00:00:29,C200440,600.0,-22.95738,-43.345188,0.0
10-07-2014,00:00:29,C200590,340.0,-22.95702,-43.34584,0.0
10-07-2014,00:00:29,C201350,390.0,-22.91711,-43.260429,45.0
10-07-2014,00:00:29,C202330,611.0,-22.95558,-43.349312,21.0
10-07-2014,00:00:29,C30062,0,-22.950228,-43.347893,0.0
10-07-2014,00:00:29,C301260,875.0,-22.90243,-43.359585,13.0
10-07-2014,00:00:29,C301990,550.0,-22.950945,-43.348202,0.0
10-07-2014,00:00:29,C30269,0,-22.950573,-43.34824,0.0
10-07-2014,00:00:29,C30321,0,-22.951242,-43.348396,0.0
10-07-2014,00:00:29,C413990,315.0,-22.857386,-43.245068,0.74
10-07-2014,00:00:29,C418800,2018.0,-23.003378,-43.324203,0.93
10-07-2014,00:00:29,C474940,360.0,-23.03051,-43.479408,45.0
10-07-2014,00:00:29,C475370,382.0,-22.908171,-43.174896,0.0
10-07-2014,00:00:29,C47585,0,-22.950706,-43.347912,0.0
10-07-2014,00:00:29,C47605,0,-22.950573,-43.347923,0.0
10-07-2014,00:00:29,C47626,0,-22.953222,-43.349571,0.0
10-07-2014,00:00:29,C47641,0,-22.951851,-43.348473,0.0
10-07-2014,00:00:29,C476630,332.0,-22.996151,-43.259953,55.0
10-07-2014,00:00:29,C47666,0,-22.951885,-43.348312,0.0
10-07-2014,00:00:29,C477360,636.0,-22.895405,-43.350155,23.0
10-07-2014,00:00:29,C47793,0,-22.951439,-43.349052,0.0
10-07-2014,00:00:29,C477970,332.0,-22.911983,-43.17366,9.0
10-07-2014,00:00:29,C47805,0,-22.95199,-43.35006,0.0
10-07-2014,00:00:29,C478140,692.0,-22.945869,-43.343845,0.0
10-07-2014,00:00:29,C47819,0,-22.945602,-43.344105,0.0
10-07-2014,00:00:29,C47845,0,-22.952141,-43.350056,0.0
10-07-2014,00:00:29,C47856,LECD100,-22.992519,-43.251114,44.0
10-07-2014,00:00:29,C478630,348.0,-22.910501,-43.1684,44.0
10-07-2014,00:00:29,C47900,0,-22.950636,-43.347904,0.0
10-07-2014,00:00:29,C47905,0,-22.952534,-43.348293,0.0
10-07-2014,00:00:29,C47913,0,-22.952736,-43.348305,0.0
10-07-2014,00:00:29,C47936,0,-22.952705,-43.349388,0.0
10-07-2014,00:00:29,C47976,0,-22.952892,-43.348255,0.0
10-07-2014,00:00:29,C51622,0,-22.877384,-43.368271,0.0
10-07-2014,00:00:29,D13190,0,-22.880543,-43.356945,0.0
10-07-2014,00:00:29,D53639,0,-22.884069,-43.495159,0.0
10-07-2014,00:00:29,D58669,0,-22.893654,-43.433609,42.0
10-07-2014,00:00:29,D58758,0,-22.875641,-43.419792,13.15
10-07-2014,00:00:29,D901160,388.0,-22.919001,-43.644058,0.0
10-07-2014,00:00:30,A276240,432.0,-22.952681,-43.175961,10.0
10-07-2014,00:00:30,A375710,511.0,-22.902069,-43.196411,0.0
10-07-2014,00:00:30,A377140,161.0,-22.902321,-43.19677,0.0
10-07-2014,00:00:30,A410400,170.0,-22.875359,-43.241291,0.0
10-07-2014,00:00:30,A48091,0,-22.910501,-43.270287,0.93
10-07-2014,00:00:30,B101010,915.0,-22.9052,-43.192,0.0
10-07-2014,00:00:30,B105180,627.0,-22.868,-43.257,0.0
10-07-2014,00:00:30,B11614,0,-22.8051,-43.3617,2.04
10-07-2014,00:00:30,B11665,0,-22.8992,-43.2738,21.67
10-07-2014,00:00:30,B271610,629.0,-22.8228,-43.3273,46.0
10-07-2014,00:00:30,B31074,0,-22.8045,-43.3101,0.0
10-07-2014,00:00:30,B42519,0,-22.8767,-43.3298,0.0
10-07-2014,00:00:30,B42562,0,-22.8764,-43.3294,0.0
10-07-2014,00:00:30,B445770,685.0,-22.8961,-43.305,38.0
10-07-2014,00:00:30,B51514,0,-22.8774,-43.3686,0.0
10-07-2014,00:00:30,B515680,917.0,-22.884,-43.3189,49.0
10-07-2014,00:00:30,B51591,0,-22.8766,-43.3685,0.0
10-07-2014,00:00:30,B51598,0,-22.8762,-43.3682,0.0
10-07-2014,00:00:30,B516270,917.0,-22.8765,-43.368,0.0
10-07-2014,00:00:30,B581390,622.0,-22.8447,-43.288,25.0
10-07-2014,00:00:30,B581840,628.0,-22.8434,-43.2816,15.0
10-07-2014,00:00:30,B600690,384.0,-22.8145,-43.386,0.0
10-07-2014,00:00:30,B710180,247.0,-22.8987,-43.3134,0.0
10-07-2014,00:00:30,B73009,SPB3500,-22.8092,-43.3427,0.0
10-07-2014,00:00:30,B731010,350.0,-22.9149,-43.1762,0.0
10-07-2014,00:00:30,B82507,0,-22.8586,-43.371,0.93
10-07-2014,00:00:30,C130100,889.0,-22.914474,-43.37727,18.0
10-07-2014,00:00:30,C13016,0,-22.999256,-43.363071,46.0
10-07-2014,00:00:30,C13031,0,-22.880913,-43.358147,0.0
10-07-2014,00:00:30,C13075,0,-22.879591,-43.356899,0.0
10-07-2014,00:00:30,C13154,0,-22.958769,-43.336357,43.0
10-07-2014,00:00:30,C13158,0,-22.88072,-43.358383,0.0
10-07-2014,00:00:30,C13182,0,-22.898966,-43.388649,41.0
10-07-2014,00:00:30,C200540,600.0,-22.956181,-43.35783,32.0
10-07-2014,00:00:30,C27034,SV7740,-22.83548,-43.30444,25.0
10-07-2014,00:00:30,C30076,0,-22.879435,-43.357067,0.0
10-07-2014,00:00:30,C30082,0,-22.950953,-43.348305,0.0
10-07-2014,00:00:30,C301060,465.0,-22.939863,-43.343716,31.0
10-07-2014,00:00:30,C30110,0,-22.950306,-43.347839,0.0
10-07-2014,00:00:30,C301550,734.0,-22.893896,-43.349205,57.0
10-07-2014,00:00:30,C302290,734.0,-22.951839,-43.347851,0.0
10-07-2014,00:00:30,C30251,0,-22.949743,-43.348278,0.0
10-07-2014,00:00:30,C303120,550.0,-22.993446,-43.253651,5.0
10-07-2014,00:00:30,C30313,0,-22.951349,-43.348328,0.0
10-07-2014,00:00:30,C303160,557.0,-22.966776,-43.186817,0.0
10-07-2014,00:00:30,C30325,0,-22.952147,-43.347927,0.0
10-07-2014,00:00:30,C474820,306.0,-22.952391,-43.348202,0.0
10-07-2014,00:00:30,C47534,0,-22.951847,-43.34845,0.0
10-07-2014,00:00:30,C47543,0,-22.951864,-43.348583,0.0
10-07-2014,00:00:30,C475500,352.0,-22.903851,-43.304451,60.0
10-07-2014,00:00:30,C47553,0,-22.951735,-43.348412,0.0
10-07-2014,00:00:30,C47587,0,-22.9454,-43.344074,0.0
10-07-2014,00:00:30,C47598,0,-22.952915,-43.349514,0.0
10-07-2014,00:00:30,C47601,0,-22.953054,-43.349957,0.0
10-07-2014,00:00:30,C47634,0,-22.953342,-43.349865,0.0
10-07-2014,00:00:30,C47664,0,-22.950623,-43.34795,0.0
10-07-2014,00:00:30,C47714,0,-22.952127,-43.349945,0.0
